object_id	origin	physical_path	source_relative_path	source_url	size_bytes	actual_sha256	digest_verified	upstream_checksum_algorithm	upstream_checksum	cas_path	view_paths	payload_path_multiplicity	format	compression	assembly_accession_version	embedded_assembly_accession_version	target_assembly_accession_version	species	annotation_accession_version	annotation_provider	annotation_pipeline	annotation_release_date	feature_rows	feature_counts	feature_source_counts	uncompressed_bytes	observed_sequence_count	embedded_sequence_count	circular_sequences	parse_validation_status	accepted	column_errors	coordinate_errors	cds_phase_errors	gtf_parent_attribute_errors	parent_reference_count	defined_id_count	missing_parent_references	duplicate_declared_sequence_regions	utf8_errors	decompression_errors	binding_status	binding_reason	exact_name_count	validated_alias_count	unresolved_sequence_count	length_mismatch_count	coordinate_overrun_count	circular_coordinate_wrap_count	alias_map	assembly_bgzf_path	assembly_fai_path	assembly_bgzf_sha256	assembly_fai_sha256
9d1f921326f3e9dfa6bd8e99c0ddee757c9ef679e4633b412dfb36a93ab87db5	MIRRORED_FREEZE1	/moosefs/erikg/vgp/freeze1/objects/GCA/003/287/225/GCA_003287225.2/genes/GCA_003287225.2_phaCin_HiC.augustus.gtf.gz	GCA/003/287/225/GCA_003287225.2/genes/GCA_003287225.2_phaCin_HiC.augustus.gtf.gz	rsync://hgdownload.soe.ucsc.edu/hubs/GCA/003/287/225/GCA_003287225.2/genes/GCA_003287225.2_phaCin_HiC.augustus.gtf.gz	3574611	9d1f921326f3e9dfa6bd8e99c0ddee757c9ef679e4633b412dfb36a93ab87db5	true	md5	8239bea06b8d8f3fbafb34128b5ffafc	/moosefs/erikg/vgp/objects/sha256/9d/1f/9d1f921326f3e9dfa6bd8e99c0ddee757c9ef679e4633b412dfb36a93ab87db5	[]	1	GTF	GZIP	GCA_003287225.2		GCA_003287225.2	Phascolarctos cinereus	AUGUSTUS	AUGUSTUS	AUGUSTUS		461619	"{""CDS"":197146,""exon"":206430,""start_codon"":14521,""stop_codon"":14522,""tss"":14493,""tts"":14507}"	"{""AUGUSTUS"":461619}"	45370321	202	0	[]	PASS	true	0	0	0	0	0	0	0	0	0	0	EXACT_DICTIONARY	all 202 annotation sequence names and lengths match the target FAI	202	0	0	0	0	0	{}	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/003/287/225/GCA_003287225.2/GCA_003287225.2.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/003/287/225/GCA_003287225.2/GCA_003287225.2.fa.gz.fai	0ca1e242256036203882dc300ed56e8df638b720e97bddb5962ea1203f650850	12e518092e50cdf5b244b130ee230b45722c0970143729a988cfbcc8a694913f
6dbf798ab7f911d222dd51a7114b8d3afcc099754dfa7382226d0c939c994114	MIRRORED_FREEZE1	/moosefs/erikg/vgp/freeze1/objects/GCA/003/287/225/GCA_003287225.2/genes/GCA_003287225.2_phaCin_HiC.xenoRefGene.gtf.gz	GCA/003/287/225/GCA_003287225.2/genes/GCA_003287225.2_phaCin_HiC.xenoRefGene.gtf.gz	rsync://hgdownload.soe.ucsc.edu/hubs/GCA/003/287/225/GCA_003287225.2/genes/GCA_003287225.2_phaCin_HiC.xenoRefGene.gtf.gz	5740980	6dbf798ab7f911d222dd51a7114b8d3afcc099754dfa7382226d0c939c994114	true	md5	09e0a7870f0b98efb397d36b82903e7e	/moosefs/erikg/vgp/objects/sha256/6d/bf/6dbf798ab7f911d222dd51a7114b8d3afcc099754dfa7382226d0c939c994114	[]	1	GTF	GZIP	GCA_003287225.2		GCA_003287225.2	Phascolarctos cinereus	xenoRefGene	UCSC xenoRefGene	xenoRefGene		472855	"{""3UTR"":26390,""5UTR"":8646,""CDS"":185498,""exon"":208999,""start_codon"":17097,""stop_codon"":9138,""transcript"":17087}"	"{""xenoRefGene.GCA_003287225.2_phaCin_HiC"":472855}"	86437910	84	0	[]	PASS	true	0	0	0	0	0	0	0	0	0	0	EXACT_DICTIONARY	all 84 annotation sequence names and lengths match the target FAI	84	0	0	0	0	0	{}	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/003/287/225/GCA_003287225.2/GCA_003287225.2.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/003/287/225/GCA_003287225.2/GCA_003287225.2.fa.gz.fai	0ca1e242256036203882dc300ed56e8df638b720e97bddb5962ea1203f650850	12e518092e50cdf5b244b130ee230b45722c0970143729a988cfbcc8a694913f
f3d8fbc66502a10b32b5a0a5f43399a089153ec321268969c1ff73c42ae8f5ed	MIRRORED_FREEZE1	/moosefs/erikg/vgp/freeze1/objects/GCA/005/190/385/GCA_005190385.3/genes/GCA_005190385.3_NGI_Narwhal_2.augustus.gtf.gz	GCA/005/190/385/GCA_005190385.3/genes/GCA_005190385.3_NGI_Narwhal_2.augustus.gtf.gz	rsync://hgdownload.soe.ucsc.edu/hubs/GCA/005/190/385/GCA_005190385.3/genes/GCA_005190385.3_NGI_Narwhal_2.augustus.gtf.gz	4414941	f3d8fbc66502a10b32b5a0a5f43399a089153ec321268969c1ff73c42ae8f5ed	true	md5	e5dcf232b83d0ed56aebf7b303d93a48	/moosefs/erikg/vgp/objects/sha256/f3/d8/f3d8fbc66502a10b32b5a0a5f43399a089153ec321268969c1ff73c42ae8f5ed	[]	1	GTF	GZIP	GCA_005190385.3		GCA_005190385.3	Monodon monoceros	AUGUSTUS	AUGUSTUS	AUGUSTUS		577282	"{""CDS"":243015,""exon"":255094,""start_codon"":19798,""stop_codon"":19790,""tss"":19796,""tts"":19789}"	"{""AUGUSTUS"":577282}"	56230280	40	0	[]	PASS	true	0	0	0	0	0	0	0	0	0	0	EXACT_DICTIONARY	all 40 annotation sequence names and lengths match the target FAI	40	0	0	0	0	0	{}	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/005/190/385/GCA_005190385.3/GCA_005190385.3.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/005/190/385/GCA_005190385.3/GCA_005190385.3.fa.gz.fai	b05038bd7c5cc68f639ae56ba7072c7712419fc88bd53a3c63f0131c650e7240	04752261b8687369b9551708cf72790cfff2fe1948647e6e3a3c47c88c9dc4d2
e3a70d403fc530f361482d5d2b34da75681424752c975b35f1c741f06fa50063	MIRRORED_FREEZE1	/moosefs/erikg/vgp/freeze1/objects/GCA/005/190/385/GCA_005190385.3/genes/GCA_005190385.3_NGI_Narwhal_2.xenoRefGene.gtf.gz	GCA/005/190/385/GCA_005190385.3/genes/GCA_005190385.3_NGI_Narwhal_2.xenoRefGene.gtf.gz	rsync://hgdownload.soe.ucsc.edu/hubs/GCA/005/190/385/GCA_005190385.3/genes/GCA_005190385.3_NGI_Narwhal_2.xenoRefGene.gtf.gz	7609113	e3a70d403fc530f361482d5d2b34da75681424752c975b35f1c741f06fa50063	true	md5	d9758bf5e730bd1b92617d2f0275b05f	/moosefs/erikg/vgp/objects/sha256/e3/a7/e3a70d403fc530f361482d5d2b34da75681424752c975b35f1c741f06fa50063	[]	1	GTF	GZIP	GCA_005190385.3		GCA_005190385.3	Monodon monoceros	xenoRefGene	UCSC xenoRefGene	xenoRefGene		651603	"{""3UTR"":97950,""5UTR"":24086,""CDS"":193766,""exon"":287708,""start_codon"":18737,""stop_codon"":10675,""transcript"":18681}"	"{""xenoRefGene.GCA_005190385.3_NGI_Narwhal_2"":651603}"	120371568	37	0	[]	PASS	true	0	0	0	0	0	0	0	0	0	0	EXACT_DICTIONARY	all 37 annotation sequence names and lengths match the target FAI	37	0	0	0	0	0	{}	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/005/190/385/GCA_005190385.3/GCA_005190385.3.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/005/190/385/GCA_005190385.3/GCA_005190385.3.fa.gz.fai	b05038bd7c5cc68f639ae56ba7072c7712419fc88bd53a3c63f0131c650e7240	04752261b8687369b9551708cf72790cfff2fe1948647e6e3a3c47c88c9dc4d2
e1870f18b78e50c4d934a4d2d42d4520d6b82bff6ac8bbb9d89f07e8f42eb789	MIRRORED_FREEZE1	/moosefs/erikg/vgp/freeze1/objects/GCA/008/658/365/GCA_008658365.1/genes/GCA_008658365.1_bAlcTor1_primary.augustus.gtf.gz	GCA/008/658/365/GCA_008658365.1/genes/GCA_008658365.1_bAlcTor1_primary.augustus.gtf.gz	rsync://hgdownload.soe.ucsc.edu/hubs/GCA/008/658/365/GCA_008658365.1/genes/GCA_008658365.1_bAlcTor1_primary.augustus.gtf.gz	2529676	e1870f18b78e50c4d934a4d2d42d4520d6b82bff6ac8bbb9d89f07e8f42eb789	true	md5	3d86a9c7d4f276fecb0fed2a56bea49e	/moosefs/erikg/vgp/objects/sha256/e1/87/e1870f18b78e50c4d934a4d2d42d4520d6b82bff6ac8bbb9d89f07e8f42eb789	[]	1	GTF	GZIP	GCA_008658365.1		GCA_008658365.1	Alca torda	AUGUSTUS	AUGUSTUS	AUGUSTUS		273206	"{""CDS"":227589,""start_codon"":22812,""stop_codon"":22805}"	"{""AUGUSTUS"":273206}"	25762172	91	0	[]	PASS	true	0	0	0	0	0	0	0	0	0	0	EXACT_DICTIONARY	all 91 annotation sequence names and lengths match the target FAI	91	0	0	0	0	0	{}	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/008/658/365/GCA_008658365.1/GCA_008658365.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/008/658/365/GCA_008658365.1/GCA_008658365.1.fa.gz.fai	b049d2352be3fa798bab0ac9d7b3923c67921b765b3cd031717597dd31b95a29	c30d283dfe2fdb97e337fb9ed0bc5cf6ea8e79fd5b4654d6b0491a1ee4a75da0
cf4bdae40b4502ff828bf32a59953a196cd1834640e2af37fa4184b348a7099f	MIRRORED_FREEZE1	/moosefs/erikg/vgp/freeze1/objects/GCA/008/658/365/GCA_008658365.1/genes/GCA_008658365.1_bAlcTor1_primary.xenoRefGene.gtf.gz	GCA/008/658/365/GCA_008658365.1/genes/GCA_008658365.1_bAlcTor1_primary.xenoRefGene.gtf.gz	rsync://hgdownload.soe.ucsc.edu/hubs/GCA/008/658/365/GCA_008658365.1/genes/GCA_008658365.1_bAlcTor1_primary.xenoRefGene.gtf.gz	4740100	cf4bdae40b4502ff828bf32a59953a196cd1834640e2af37fa4184b348a7099f	true	md5	3a0a13faeaa0beeb14edd944d9d91620	/moosefs/erikg/vgp/objects/sha256/cf/4b/cf4bdae40b4502ff828bf32a59953a196cd1834640e2af37fa4184b348a7099f	[]	1	GTF	GZIP	GCA_008658365.1		GCA_008658365.1	Alca torda	xenoRefGene	UCSC xenoRefGene	xenoRefGene		394381	"{""3UTR"":28804,""5UTR"":6241,""CDS"":151128,""exon"":176203,""start_codon"":12798,""stop_codon"":6420,""transcript"":12787}"	"{""xenoRefGene.GCA_008658365.1_bAlcTor1_primary"":394381}"	72642678	73	0	[]	PASS	true	0	0	0	0	0	0	0	0	0	0	EXACT_DICTIONARY	all 73 annotation sequence names and lengths match the target FAI	73	0	0	0	0	0	{}	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/008/658/365/GCA_008658365.1/GCA_008658365.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/008/658/365/GCA_008658365.1/GCA_008658365.1.fa.gz.fai	b049d2352be3fa798bab0ac9d7b3923c67921b765b3cd031717597dd31b95a29	c30d283dfe2fdb97e337fb9ed0bc5cf6ea8e79fd5b4654d6b0491a1ee4a75da0
da54c4de1895efea66a17e75290e00c7dea921a4f9d0dd60583b97bfdf9beaf6	MIRRORED_FREEZE1	/moosefs/erikg/vgp/freeze1/objects/GCA/009/764/595/GCA_009764595.1/genes/GCA_009764595.1_bGeoTri1.pri.augustus.gtf.gz	GCA/009/764/595/GCA_009764595.1/genes/GCA_009764595.1_bGeoTri1.pri.augustus.gtf.gz	rsync://hgdownload.soe.ucsc.edu/hubs/GCA/009/764/595/GCA_009764595.1/genes/GCA_009764595.1_bGeoTri1.pri.augustus.gtf.gz	2422472	da54c4de1895efea66a17e75290e00c7dea921a4f9d0dd60583b97bfdf9beaf6	true	md5	a88982e0d0ce671afe86c5aceb28d7bc	/moosefs/erikg/vgp/objects/sha256/da/54/da54c4de1895efea66a17e75290e00c7dea921a4f9d0dd60583b97bfdf9beaf6	[]	1	GTF	GZIP	GCA_009764595.1		GCA_009764595.1	Geothlypis trichas	AUGUSTUS	AUGUSTUS	AUGUSTUS		266647	"{""CDS"":221958,""start_codon"":22340,""stop_codon"":22349}"	"{""AUGUSTUS"":266647}"	25065616	198	0	[]	PASS	true	0	0	0	0	0	0	0	0	0	0	EXACT_DICTIONARY	all 198 annotation sequence names and lengths match the target FAI	198	0	0	0	0	0	{}	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/009/764/595/GCA_009764595.1/GCA_009764595.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/009/764/595/GCA_009764595.1/GCA_009764595.1.fa.gz.fai	7eb18bfa340969144ed851b929a0b0a4e219699f77ac02ede9a9c24a14c59983	9cce50c817679f18f0b0848844d2bcbf51cc2e2436dc5bfc4fef2e94d6dda7d3
7f9257f0feb0881b7c321ff0598f7dfcd509d2d2cd760a1d8eea5678fcea325d	MIRRORED_FREEZE1	/moosefs/erikg/vgp/freeze1/objects/GCA/009/764/595/GCA_009764595.1/genes/GCA_009764595.1_bGeoTri1.pri.xenoRefGene.gtf.gz	GCA/009/764/595/GCA_009764595.1/genes/GCA_009764595.1_bGeoTri1.pri.xenoRefGene.gtf.gz	rsync://hgdownload.soe.ucsc.edu/hubs/GCA/009/764/595/GCA_009764595.1/genes/GCA_009764595.1_bGeoTri1.pri.xenoRefGene.gtf.gz	4275156	7f9257f0feb0881b7c321ff0598f7dfcd509d2d2cd760a1d8eea5678fcea325d	true	md5	4a749b560031ab0a6d0e1485f5cfd6ee	/moosefs/erikg/vgp/objects/sha256/7f/92/7f9257f0feb0881b7c321ff0598f7dfcd509d2d2cd760a1d8eea5678fcea325d	[]	1	GTF	GZIP	GCA_009764595.1		GCA_009764595.1	Geothlypis trichas	xenoRefGene	UCSC xenoRefGene	xenoRefGene		355540	"{""3UTR"":23002,""5UTR"":5224,""CDS"":139200,""exon"":158862,""start_codon"":11757,""stop_codon"":5754,""transcript"":11741}"	"{""xenoRefGene.GCA_009764595.1_bGeoTri1.pri"":355540}"	63969062	70	0	[]	PASS	true	0	0	0	0	0	0	0	0	0	0	EXACT_DICTIONARY	all 70 annotation sequence names and lengths match the target FAI	70	0	0	0	0	0	{}	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/009/764/595/GCA_009764595.1/GCA_009764595.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/009/764/595/GCA_009764595.1/GCA_009764595.1.fa.gz.fai	7eb18bfa340969144ed851b929a0b0a4e219699f77ac02ede9a9c24a14c59983	9cce50c817679f18f0b0848844d2bcbf51cc2e2436dc5bfc4fef2e94d6dda7d3
737f6e315c9188459bccaae032280cd786b720bf0de77aa629b7f8c801e4a572	MIRRORED_FREEZE1	/moosefs/erikg/vgp/freeze1/objects/GCA/009/769/465/GCA_009769465.1/genes/GCA_009769465.1_bTauEry1.pri.augustus.gtf.gz	GCA/009/769/465/GCA_009769465.1/genes/GCA_009769465.1_bTauEry1.pri.augustus.gtf.gz	rsync://hgdownload.soe.ucsc.edu/hubs/GCA/009/769/465/GCA_009769465.1/genes/GCA_009769465.1_bTauEry1.pri.augustus.gtf.gz	2690279	737f6e315c9188459bccaae032280cd786b720bf0de77aa629b7f8c801e4a572	true	md5	fbf584aef3b2d5e22d270fec5ea572fb	/moosefs/erikg/vgp/objects/sha256/73/7f/737f6e315c9188459bccaae032280cd786b720bf0de77aa629b7f8c801e4a572	[]	1	GTF	GZIP	GCA_009769465.1		GCA_009769465.1	Tauraco erythrolophus	AUGUSTUS	AUGUSTUS	AUGUSTUS		287673	"{""CDS"":236330,""start_codon"":25669,""stop_codon"":25674}"	"{""AUGUSTUS"":287673}"	27140236	128	0	[]	PASS	true	0	0	0	0	0	0	0	0	0	0	EXACT_DICTIONARY	all 128 annotation sequence names and lengths match the target FAI	128	0	0	0	0	0	{}	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/009/769/465/GCA_009769465.1/GCA_009769465.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/009/769/465/GCA_009769465.1/GCA_009769465.1.fa.gz.fai	4b2879f3eb8701019cdc4d07f97558e7f7845f22a9d419927e035320efa329dc	a1e2bcf9053d50ad8847d768449d732be7139ce79f0e9724e71be06c3c97336f
42c9ba2ca8fa095d4aea06803d5ee7667965ed96cfe30c586c1086a1c9a033e4	MIRRORED_FREEZE1	/moosefs/erikg/vgp/freeze1/objects/GCA/009/769/465/GCA_009769465.1/genes/GCA_009769465.1_bTauEry1.pri.xenoRefGene.gtf.gz	GCA/009/769/465/GCA_009769465.1/genes/GCA_009769465.1_bTauEry1.pri.xenoRefGene.gtf.gz	rsync://hgdownload.soe.ucsc.edu/hubs/GCA/009/769/465/GCA_009769465.1/genes/GCA_009769465.1_bTauEry1.pri.xenoRefGene.gtf.gz	4705121	42c9ba2ca8fa095d4aea06803d5ee7667965ed96cfe30c586c1086a1c9a033e4	true	md5	9602e75c42e6af35cbd4b57a83981c97	/moosefs/erikg/vgp/objects/sha256/42/c9/42c9ba2ca8fa095d4aea06803d5ee7667965ed96cfe30c586c1086a1c9a033e4	[]	1	GTF	GZIP	GCA_009769465.1		GCA_009769465.1	Tauraco erythrolophus	xenoRefGene	UCSC xenoRefGene	xenoRefGene		392632	"{""3UTR"":28815,""5UTR"":5999,""CDS"":150535,""exon"":175534,""start_codon"":12761,""stop_codon"":6244,""transcript"":12744}"	"{""xenoRefGene.GCA_009769465.1_bTauEry1.pri"":392632}"	70649822	80	0	[]	PASS	true	0	0	0	0	0	0	0	0	0	0	EXACT_DICTIONARY	all 80 annotation sequence names and lengths match the target FAI	80	0	0	0	0	0	{}	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/009/769/465/GCA_009769465.1/GCA_009769465.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/009/769/465/GCA_009769465.1/GCA_009769465.1.fa.gz.fai	4b2879f3eb8701019cdc4d07f97558e7f7845f22a9d419927e035320efa329dc	a1e2bcf9053d50ad8847d768449d732be7139ce79f0e9724e71be06c3c97336f
